,movie_link,critic_name,review_type,review_date,content
8956,m/marie_curie_the_courage_of_knowledge_2017,Javier Ocaña,Fresh,2017-06-06,The film addresses the existence of the Polish researcher from the double condition that led to the headlines: as a scientific woman and as an adulterous woman. [Full review in Spanish]
8957,m/marie_curie_the_courage_of_knowledge_2017,David Parkinson,Rotten,2017-11-27,A fascinating life is reduced to a series of skittishly edited and visually stylised vignettes that do scant justice to Marie Curie's scientific achievements and Karolina Gruszka's laudably intense performance.
8958,m/marie_curie_the_courage_of_knowledge_2017,Scott Marks,Rotten,2017-07-28,"Honestly, you'd be better off finding the MGM version from 1943."
8959,m/marie_curie_the_courage_of_knowledge_2017,Michael D. Reid,Fresh,2017-02-14,"While the drama could have been more engrossing and substantive, the evocative period detail greatly enhances Noelle's selective and intimate portrait of a loving wife, mother and workaholic."
8960,m/marie_curie_the_courage_of_knowledge_2017,Josephine Livingstone,Fresh,2017-07-20,"A Schubert-esque score and an extremely pretty, dappled cinematography make Marie Curie a compelling portrait of an undeniably important woman."
8961,m/marie_curie_the_courage_of_knowledge_2017,Debbie Lynn Elias,Fresh,2019-10-30,Talk about an exquisite film! Visually stunning. Fascinating story and solidly engaging construct.
8962,m/marie_curie_the_courage_of_knowledge_2017,Alan Zilberman,Rotten,2017-07-13,"Noelle fills the story with passion, debate and human contradiction. If the material ultimately eludes the director's grasp, wandering off on unfocused tangents, it's because of its ambition."
8963,m/marie_curie_the_courage_of_knowledge_2017,Kimber Myers,Fresh,2017-06-29,"As biopics go, ""Marie Curie"" is a beautifully rendered sketch, rather than a fully detailed painting."
8964,m/marie_curie_the_courage_of_knowledge_2017,Tricia Olszewski,Fresh,2017-07-14,"This is a film with both beauty and brains, though the latter has a stronger presence as Marie pushes forward in her research and encourages others to seek and learn."
8965,m/marie_curie_the_courage_of_knowledge_2017,Robert Denerstein,Fresh,2017-07-18,"Anchored by Karolina Gruszka's vibrant performance, Marie Curie: The Courage of Knowledge melds a story about scientific discovery with a passionate look at the struggles of a woman whose life should have been a good deal easier than it actually was."
8966,m/mary_queen_of_scots,Richard von Busack,Rotten,2018-12-20,In college they warn you against the kind of history where things had to happen because they happened the way they happened. Thus we miss the question of what kind of plotting Mary had been up to -- real or imaginary.
8967,m/mary_queen_of_scots,Udita Jhunjhunwala,Fresh,2019-07-29,"In spite of being handcuffed by uninspired storytelling, [Ronan and Robbie] excel in communicating strength, vulnerability and isolation as two monarchs ruling in a man's world."
8968,m/mary_queen_of_scots,Simon Miraudo,Fresh,2019-01-07,"Mary Queen of Scots isn't revolutionary, but it is about one, and she's played brilliantly by Saoirse Ronan."
8969,m/mary_queen_of_scots,Rashid Irani,Fresh,2019-02-02,"If only for their enthralling performances, the proto-feminist Mary Queen of Scots is worth a watch."
8970,m/mary_queen_of_scots,Mark Dujsik,Fresh,2018-12-13,"Willimon's screenplay is generous to both women, succeeding in allowing us to comprehend the motives and thinking of them both."
8971,m/mary_queen_of_scots,Lindsey Bahr,Rotten,2018-12-05,"The film, for all its prestige and edginess, its lofty goals and contemporary messages, is not a particularly engrossing experience."
8972,m/mary_queen_of_scots,Jared Mobarak,Fresh,2019-01-08,In this case I think we should do well to push aside historical inaccuracies and treat the message lying beneath as paramount.
8973,m/mary_queen_of_scots,Andrea Gronvall,Rotten,2020-02-21,It's a shame that everything collapses when the queens finally meet in a sequence that has all the heft of a gauzy Chanel fragrance spot.
8974,m/mary_queen_of_scots,Monica Castillo,Fresh,2018-12-06,"It doesn't always work, but the film makes for an entertaining argument to reevaluate the legacy of Mary Queen of Scots, beyond the time-worn focus on her tragedy."
8975,m/mary_queen_of_scots,Gaspar Zimerman,Fresh,2019-03-28,"While this is Josie Rourke's [directorial debut], her vast experience as a theater director is evident. [Full review in Spanish]"
8976,m/mary_queen_of_scots,Nicholas Barber,Rotten,2018-12-05,"It looks suspiciously like the producers didn't have the budget for crowd scenes, perhaps because they had spent so much on hairspray."
8977,m/mary_queen_of_scots,Peter Sobczynski,Rotten,2019-02-07,One of those plodding period pieces that is as handsomely mounted as one could possibly hope but which is utterly lacking in the kind of spark that would have elevated it beyond being a showcase for the costume and art direction departments.
8978,m/mary_queen_of_scots,Devesh Sharma,Fresh,2019-02-02,"Saoirse Ronan is the soul of film, giving her all to the project. The first half especially is quiet dull and you sit through it because Saoirse is simply brilliant...if not for the two actresses, the film easily would have fallen flat."
8979,m/mary_queen_of_scots,Allison Shoemaker,Fresh,2018-12-06,"The garments are beautiful, evocative, and specific, rich in texture and in meaning alike."
8980,m/mary_queen_of_scots,Fausto Ponce,Rotten,2019-05-28,"Great photography and costume design, good acting, but in general it's not a transcendent movie. [Full Review in Spanish]"
8981,m/mary_queen_of_scots,Johnny Oleksinski,Rotten,2018-12-07,It's a royal chore.
8982,m/mary_queen_of_scots,Patrick Crossen,Fresh,2019-02-17,The film has no shortage of talent in front of the camera to make it one of this year's most overlooked but satisfactory films.
8983,m/mary_queen_of_scots,Eric D. Snider,Fresh,2019-01-16,A grand but accessible historical biopic full of palace intrigue and political skulduggery.
8984,m/mary_queen_of_scots,Tony Medley,Rotten,2018-12-08,"Rowan is a dead ringer for one of the paintings of the real Mary...this is agonizingly long, but enlightening, with fine acting and exceptional cinematography."
8985,m/mary_queen_of_scots,Ty Burr,Rotten,2018-12-07,It's in every sense a noble failure.
8986,m/matchstick_men,Rob Vaux,Fresh,2003-09-11,This is a con movie where the con utterly fails... but everything else succeeds.
8987,m/matchstick_men,Glenn Lovell,Fresh,2003-09-12,A whimsical winner in which everybody seems to be having a blast.
8988,m/matchstick_men,Richard Roeper,Fresh,2003-09-02,... it's just a joy to see a film like this.
8989,m/matchstick_men,Lisa Schwarzbaum,Fresh,2003-09-10,"There's one other way to approach Matchstick Men, and that's to forget all about neuroses and con artistry and admire the movie instead for the unsettlingly beautiful directorial study in geographical mood that it is."
8990,m/matchstick_men,Robert Roten,Fresh,2003-09-22,"With its surprise ending and solid performances, this is one of the best films I have seen this year."
8991,m/matchstick_men,Ethan Alter,Rotten,2005-03-05,"What saves Matchstick Men from being a complete washout are the performances by Cage, Sam Rockwell and Alison Lohman."
8992,m/matchstick_men,Christopher Null,Fresh,2003-09-11,"Ridley Scott proves that he can't suppress his frosted side forever, thanks to this spirited and undeniably sweet look at the con game spliced with a family drama -- his best work in years"
8993,m/matchstick_men,Gene Seymour,Fresh,2003-09-11,"Unusually intimate outing for director Ridley Scott glides along a slick, shiny, Hollywood-style surface. But the actors keep it real throughout."
8994,m/matchstick_men,Tony Toscano,Fresh,2003-09-12,"Matchstick Men"" comes through with a quality script written around characters the audience cares about."
8995,m/matchstick_men,Eric D. Snider,Fresh,2003-09-11,"""Nicolas Cage ... gives some more of his best work."""
8996,m/matchstick_men,Laura Clifford,Fresh,2003-09-11,"[Cage is] the reason to see ""Matchstick Men,"" a good film kept from greatness by a script...that tips its hand too early."
8997,m/matchstick_men,Robin Clifford,Fresh,2003-09-12,"I wish ""Matchstick Men"" kept me in the dark longer than it does leading to the climax. It is a real pleasure, though, to see Cage in thesping form again."
8998,m/matchstick_men,Karina Montgomery,Rotten,2003-09-20,"The acting and dialogue and story are all good, but somehow the whole thing feels really poky and tentative."
8999,m/matchstick_men,Audrey Rock-Richardson,Fresh,2003-09-12,"A tale so complex, so absorbing, and so cerebrally titillating, you won't want to look away for two seconds for fear of missing something."
9000,m/matchstick_men,James Kendrick,Fresh,2003-09-28,"the fact that the film ends on an image of sublime sentimentality and gets away with it scott free is enough to make it worth seeing twice, just to appreciate how it got there."
9001,m/matchstick_men,Shirley Klass,Fresh,2003-09-11,It is great to see Cage go from comedy to sentimentality to drama.
9002,m/matchstick_men,James Berardinelli,Fresh,2003-09-16,"Matchstick Men is really two movies brilliantly spliced into one, each enriching the other."
9003,m/matchstick_men,Paul Clinton (CNN.com),Fresh,2003-09-11,A delightful dark comedy.
9004,m/matchstick_men,Louis B. Hobson,Fresh,2003-09-12,Not since Thelma and Louise has Scott showcased such wonderfully eccentric and memorable characters.
9005,m/matchstick_men,Jeffrey Chen,Fresh,2003-09-11,Cage's performance earns nothing but applause from me.
9006,m/max_dugan_returns,Dave Kehr,Rotten,2000-01-01,"A clumsy, heavy film, its most profoundly expressed emotion is greed."
9007,m/max_dugan_returns,Frederic and Mary Ann Brussat,Fresh,2004-08-19,Delivers some trickle-down emotional benefits.
9008,m/max_dugan_returns,Janet Maslin,Fresh,2004-08-30,"There are certainly some questionable ingredients to the story, but you're not likely to notice them while the film is under way. You're likely to be laughing."
9009,m/max_dugan_returns,Roger Ebert,Rotten,2004-10-23,Simon's gift also is his downfall. He's so good at writing lightweight dialogue that it all begins to sound the same.
9010,m/max_dugan_returns,David Nusair,Fresh,2005-07-08,...entertaining throughout...
9011,m/max_dugan_returns,Chuck O'Leary,Fresh,2005-09-29,A delightful comic fantasy.
9012,m/max_dugan_returns,Variety Staff,Fresh,2009-03-26,"A consistently happy comedic fable which should please romanticists drawn to a teaming of Neil Simon, Marsha Mason and Herbert Ross."
9013,m/max_dugan_returns,Dennis Schwartz,Fresh,2010-06-15,Crowd-pleasing domestic comedy that's based on a Neil Simon screenplay.
9014,m/max_dugan_returns,Renee Schonfeld,Fresh,2010-12-30,"Comic, clever, and satisfying fairy tale of redemption."
9015,m/max_dugan_returns,Diego Galán,Rotten,2019-09-04,"Max Dugan Returns could have become an interesting story, but it is limited to being a sketch, a simple starting point. [Full Review in Spanish]"
9016,m/max_dugan_returns,Richard Freedman,Fresh,2020-05-13,"Ultimately, watching Max Dugan Returns is like being assaulted by one street corner Santa Clause after another."
9017,m/maze,Steve Rhodes,Fresh,2001-11-05,"Morrow paints a realistic, poignant and hopeful story that will leave you dry-eyed but quite touched."
9018,m/maze,Andrew Sarris,Fresh,2001-11-14,The best kind of independent filmmaking to shame the somnolent mainstream.
9019,m/maze,Steven Rea,Fresh,2001-12-20,"In the end, you just feel good about these people, and that's a nice sensation these days."
9020,m/maze,John Leonard,Rotten,2018-02-06,Fine performances almost redeem sentimental slop.
9021,m/maze,Richard Roeper,Rotten,2001-11-27,"[A] tangled, tortured mess."
9022,m/maze,Maitland McDonagh,Fresh,2001-11-08,"Linney's finely calibrated, low-key performance as Callie goes a long way towards making it more interesting than it might otherwise be."
9023,m/maze,Christopher Null,Rotten,2001-10-24,The main plot line ... is pretty weak.
9024,m/maze,Lou Lumenick,Rotten,2001-11-09,[The script] is a predictable tear-jerker.
9025,m/maze,Jan Stuart,Rotten,2001-11-09,"Gets points for sensitivity and intelligence, but misses the mark as a work of art."
9026,m/maze,Carla Meyer,Rotten,2001-11-09,An effective love triangle has to involve real conflict. This one doesn't.
9027,m/maze,Susan Green,Rotten,2001-10-24,"Although segregating anyone with disruptive twitches makes little sense, it is equally absurd to suggest their actions are so normal as to go unnoticed."
9028,m/maze,David Elliott,Rotten,2001-11-09,"What drains the movie is that Lyle is such a sweet, noble, suffering soul that he simply sponges our interest into banality."
9029,m/maze,Robert Wilonsky,Fresh,2001-11-08,"Morrow the actor tries too hard (Morrow will rob Oscar blind!), but he's a stylish director with a steady hand and a shaky eye."
9030,m/maze,Jon Popick,Fresh,2001-11-07,"While his performance doesn't exactly measure up to Robin Tunney's turn in Niagara, Niagara, Morrow's clever direction is enough to warrant a trip to the theatre."
9031,m/maze,Jeffrey M. Anderson,Rotten,2001-11-09,A movie that both Oprah and Hallmark would be proud to stamp with their seal of approval.
9032,m/maze,Moira MacDonald,Rotten,2001-11-09,"Shows promise as a first feature ... but overall it feels a little too safe, a little too careful."
9033,m/maze,Kevin Thomas,Fresh,2001-11-10,Morrow illuminates all the challenges facing the individual coping with Tourette syndrome while showing that Lyle is much more than the sum of his afflictions.
9034,m/maze,William Arnold,Rotten,2001-11-08,"There's a by-the-numbers inevitability to every scene, and it never clicks into place to be anything special."
9035,m/maze,Elvis Mitchell,Rotten,2001-11-09,Becomes a vanity project bathed in poignancy.
9036,m/maze,Roger Ebert,Fresh,2001-11-09,The movie has a sweetness and care that is touching.
9037,m/mean_dreams,Charmaine Soh,Fresh,2017-09-20,"In one of his last acting roles, the late [Bill] Paxton does an amazing job capturing the essence of a true villain - and it isn't because of the guns or moustache."
9038,m/mean_dreams,David Noh,Rotten,2017-03-27,Here comes Nathan Morlando's Mean Dreams to remind us all that things are bad in the heartland of this here good ole U.S. of A.
9039,m/mean_dreams,Brian Orndorf,Fresh,2017-03-16,"Paxton's terrific, keeping ""Mean Dreams"" as unsettling as it can be, adding terrific punctuation to a movie that needs his unusual take on menace, giving the hunt and the heartbreak welcome urgency."
9040,m/mean_dreams,Susan G. Cole,Fresh,2016-09-09,"Aided by his fresh and engaging young actors, Morlando is turning into a master of mood. And credit Steve Cosens with making the fields and forests look spectacular."
9041,m/mean_dreams,Kimber Myers,Fresh,2017-03-16,"A beautiful, dangerous picture of rural America with echoes of Terrence Malick."
9042,m/mean_dreams,Mark Dujsik,Rotten,2017-03-17,Mean Dreams starts with promise. It doesn't live up to that promise.
9043,m/mean_dreams,Liz Braun,Fresh,2016-10-20,"Mean Dreams is a coming-of-age drama that evolves into a crime thriller. There's too much going on here, and the story eventually falls apart under its own weight, but there's still a lot to like about this engaging film."
9044,m/mean_dreams,David Nusair,Fresh,2016-09-12,A rather generic thriller...
9045,m/mean_dreams,MaryAnn Johanson,Fresh,2017-03-19,"Tepid teen romance turned implausible thriller is just about saved by a powerful, and unusually disturbing, performance from Bill Paxton (one of his last)."
9046,m/mean_dreams,Pete Hammond,Fresh,2017-03-16,"Watching Paxton play pure evil is to just be reminded of his exceptional range, never stereotyping this corrupt cop and keeping us off balance."
9047,m/mean_dreams,Brian D. Johnson,Fresh,2016-09-19,"It's refreshing to see a Canadian film that embraces a genre with unapologetic passion, and with no ironic asides."
9048,m/mean_dreams,David Rooney,Rotten,2016-05-15,"And as the stakes are heightened, the filmmakers too often short-change dramatic verisimilitude with movie-ish cliché, implausible plotting and cumbersome dialogue."
9049,m/mean_dreams,C.H. Newell,Fresh,2017-03-20,"Mean Dreams is compelling, driven by the fearsome performance of Paxton, whose legacy is only strengthened by one of his final performances."
9050,m/mean_dreams,Guy Lodge,Rotten,2016-05-15,The shadow of 'Badlands' falls a little too long over Nathan Morlando's initially promising but fatally derivative teens-on-the-run thriller.
9051,m/mean_dreams,Jennie Kermode,Fresh,2017-03-16,"It's the acting that carries the film, together with the sweetness of the under-written central romance. Viewers who relate to these young people will find themselves gripped."
9052,m/mean_dreams,Angelo Muredda,Rotten,2017-11-09,"Familiarity doesn't always yield tedium, but it's hard to muster much enthusiasm for Mean Dreams' sleepy regionalist remix of genre tropes and images."
9053,m/mean_dreams,Alberto Sáez Villarino,Fresh,2017-03-23,"An uncomplicated film sustained thanks to its magnificent naturalistic photography and the loyalty to its humble beginnings, without pretentious tricks or devices. [Full review in Spanish]"
9054,m/mean_dreams,Mike Mazzanti,Fresh,2017-03-16,"A thrillingly dark fable draped in beautiful images and a layered, menacing performance from Paxton."
9055,m/mean_dreams,Brad Wheeler,Fresh,2016-10-21,"Spiritual questions and thoughts on the importance of flesh-and-blood relationships are raised, but the strength of the you-can-run-but-you-can't-hide drama is the dewy charisma of the two young co-stars. T"
9056,m/mean_dreams,Andrea Chase,Fresh,2017-03-28,"Paxton, in one of his last performances, is a diabolical blend of fresh-faced wholesomeness and pure evil."
9057,m/mechanic_resurrection,John Lui,Rotten,2016-08-31,"he love scenes are cringe-making. Actually, any scene where Statham is not breaking necks is cringe-y."
9058,m/mechanic_resurrection,Néstor Burtone,Rotten,2016-09-29,A mechanized story focused in kicks and one of Statham worst films. [Full review in Spanish]
9059,m/mechanic_resurrection,Josh Kupecki,Rotten,2016-09-01,A flat and tedious action film.
9060,m/mechanic_resurrection,Rachit Gupta,Rotten,2017-10-31,This film is exactly like any other Jason Statham movie you may have seen before.
9061,m/mechanic_resurrection,Paula Fleri-Soler,Rotten,2019-02-12,His [Statham] indisputable charisma is unable to overcome the film's many weaknesses.
9062,m/mechanic_resurrection,Owen Gleiberman,Fresh,2016-08-26,"""Mechanic: Resurrection"" is the movie ""The Mechanic"" should have been - a bite-sized Bond film, or maybe a grittier homicidal knockoff of the ""Mission: Impossible"" series, with a lone-wolf renegade as the entire team."
9063,m/mechanic_resurrection,Natalia Trzenko,Rotten,2016-09-29,Statham is almost saved from looking like a ridiculous comic superhero thanks to his charisma and presence. [Full review in Spanish]
9064,m/mechanic_resurrection,John Fink,Rotten,2016-08-29,With a bar this low they might as well hire Tommy Wiseau for the next one.
9065,m/mechanic_resurrection,Marija Djurovic,Rotten,2016-08-29,A relatively entertaining but helplessly cheesy action romp.
9066,m/mechanic_resurrection,Mike McCahill,Rotten,2016-08-29,"The Stath, alas, is following orders throughout: given his revelatory comic turn in last year's Spy, he may yet return to material that allows him to raise smiles and smash heads, but this shrugging afterthought isn't it."
9067,m/mechanic_resurrection,Trevor Johnston,Rotten,2016-08-28,"For the most part this plodding, far-fetched bubblegum fare loses sight of what the ever-impeccable Statham does best."
9068,m/mechanic_resurrection,Brian Gibson,Rotten,2016-09-30,"Unnecessary second-shot Mechanic: Resurrection, playing like a third-rate remake of Bond scenes, can't resurrect the ghost of a thrilling action sequence, the spirit of a high-calibre assassin adventure, even the faintest whiff of originality."
9069,m/mechanic_resurrection,Teddy Durgin,Rotten,2016-08-26,"The amount of idiocy and ineptitude on display throughout this sequel is absolutely astounding. (Full Content Review for Parents - Violence, Sexual Content, Profanity, etc. - also Available)"
9070,m/mechanic_resurrection,Willie Waffle,Rotten,2016-08-26,No one buys a ticket to a Jason Statham movie for the love story.
9071,m/mechanic_resurrection,Chris Agar,Rotten,2016-08-26,"Mechanic: Resurrection is a mindless B-movie with little substance of note, but those who enjoy Statham should have a fun time."
9072,m/mechanic_resurrection,Emiliano Basile,Fresh,2016-09-27,This sequel manages to meet expectations providing a good time and not much else. [Full review in Spanish]
9073,m/mechanic_resurrection,Stephen Whitty,Rotten,2016-08-26,"There's some pleasant globe-trotting - Brazil to Thailand to Australia to Bulgaria - and a lot of over-the-top fights. But don't be surprised if after a few rounds, you find yourself wishing for the bell."
9074,m/mechanic_resurrection,Roger Moore,Rotten,2016-08-30,Statham is wasting his last good years as an action star in Z-movies like this.
9075,m/mechanic_resurrection,Andrew Galdi,Rotten,2020-05-06,"For the most part, it's not worth it."
9076,m/mechanic_resurrection,Chris Sawin,Rotten,2016-08-29,"If the last decade hasn't already sold you, Mechanic: Resurrection solidifies Jason Statham's status as a monotone cardboard cut-out excuse of an action star."
9077,m/megamind,Robin Clifford,Fresh,2010-11-04,"...will appeal to little kids with its bright colors and animation, older kids will like the story and most adults will be entertained."
9078,m/megamind,Tom Long,Fresh,2010-11-05,You'll enjoy it. And then you'll forget it.
9079,m/megamind,Drew McWeeny,Fresh,2010-11-02,"Megamind manages to be both commentary and comic book, and I have no doubt audiences will eat it up."
9080,m/megamind,Eric D. Snider,Fresh,2010-11-04,"It's a harmless, inoffensive, moderately likable throwaway of a cartoon that you will probably start forgetting as soon as it's over."
9081,m/megamind,Catherine Jones,Fresh,2010-12-03,The film appropriates elements from Shrek and The Incredibles and produces an entertaining hybrid that should have parents chuckling with glee.
9082,m/megamind,Dave White,Rotten,2011-04-04,"This is a harmless animated movie that's full of empty laughs. The main problem with all those empty laughs is that they arrive wrapped in a package you've seen before, probably even if you're still a kid."
9083,m/megamind,Tasha Robinson,Fresh,2010-11-04,"There's nothing wrong with animation aimed at adults, but this may be the first kids' movie that throws fewer bones to its supposed intended viewers than to their parents."
9084,m/megamind,Robert W. Butler,Rotten,2010-11-04,Megamind is full of good ideas. But they never coalesce into a satisfying whole.
9085,m/megamind,Mike McGranaghan,Fresh,2010-11-06,"Megamind is fast and funny, with excellent use of 3D."
9086,m/megamind,Sean O'Connell,Fresh,2010-11-04,"Not exactly ingenious, but certainly an entertaining way to spend an afternoon at the theater with the family."
9087,m/megamind,Jim Vejvoda,Fresh,2010-11-04,"This is a great-looking (and sounding) toon, one definitely worth seeing in 3D, but it's ultimately the story, characters and humor that makes Megamind such a pleasant surprise."
9088,m/megamind,Roger Ebert,Fresh,2010-11-04,"This set-up is bright and amusing, even if it does feel recycled from bits and pieces of such recent animated landmarks as The Invincibles with its superpowers and Despicable Me with its villain."
9089,m/megamind,Benjamin Lee,Fresh,2010-12-02,A fun ride but just that.
9090,m/megamind,Fred Topel,Fresh,2010-11-06,"A complex story with very sophisticated forward momentum... It's about what makes people a hero or villain,and the answer is not just simply one is bullied and the other is revered."
9091,m/megamind,Jeffrey Chen,Fresh,2011-05-26,"Would be lost in the crowd, perhaps deservedly so, if it didn't pull aces on its execution."
9092,m/megamind,Laura Clifford,Rotten,2010-11-04,...an OK entertainment that's instantly forgettable.
9093,m/megamind,David Jenkins,Fresh,2010-12-01,"For a film whose stock in trade are tongue-in-cheek reversals of comic-book cliché, it too often settles for trite audience-pleasing."
9094,m/megamind,Joshua Tyler,Fresh,2010-11-04,What Megamind lacks in apparent laughter it makes up for in sheer cleverness.
9095,m/megamind,Lou Lumenick,Rotten,2010-11-05,"This animated feature is what Yogi Berra called ""déjà vu all over again,"" its shopworn premise most recently having served the marginally better ""Despicable Me"" this summer."
9096,m/megamind,Todd Gilchrist,Fresh,2010-11-04,"one of the year's better animated films which offers a surprisingly engrossing nature-versus-nurture question about mythic origin stories: are heroes born, or are they made?"
9097,m/memoir_of_war,Robert Abele,Rotten,2018-08-23,"Resolutely somber, and self-aware about its deliberately tight and opaque visual style, it's presentational more than lived, a series of filmmaking choices instead of something deeply felt and conveyed."
9098,m/memoir_of_war,Mark Dujsik,Fresh,2018-08-24,"This is a haunting film about the agony of uncertainty, in which hope is dwindling and there is no guarantee of truth..."
9099,m/memoir_of_war,Marjorie Baumgarten,Rotten,2018-08-30,"Despite its pedigree, Memoir of War does not guarantee safe passage."
9100,m/memoir_of_war,Jordi Costa,Fresh,2018-06-08,"Memoir of War is a film that is aware of that its fabric is not that of history, but rather of a besieged subjectivity where reality becomes phantasmagoria. [Full Review in Spanish]"
9101,m/memoir_of_war,MaryAnn Johanson,Rotten,2018-08-29,"Marguerite Duras's semifictionalized memoir of psychological survival and emotional endurance in Paris during the Nazi occupation makes an uneasy, listless transition to the screen."
9102,m/memoir_of_war,Luis Martínez,Rotten,2018-06-12,"The problem isn't the idea, it's the lack of modulation... [Full Review in Spanish]"
9103,m/memoir_of_war,Paula Arantzazu Ruiz,Fresh,2018-06-08,There's a spectral tone to this film that works. [Full Review in Spanish]
9104,m/memoir_of_war,Dennis Harvey,Fresh,2020-10-15,It's a strong film addressing a common yet seldom dramatized wartime experience...
9105,m/memoir_of_war,Tom Long,Rotten,2018-12-17,"Pain, it turns out, can be unbearably dull."
9106,m/memoir_of_war,Antonio Trashorras,Fresh,2018-06-12,"It's more daring than it seems, less academic than it could have been and almost as inclement as the source material. [Full Review in Spanish]"
9107,m/memoir_of_war,Guy Lodge,Fresh,2017-09-25,"If, at over two hours, it is an undeniably onerous watch, that is by design: Finkiel's film certainly understands the taxing nature of sorrow."
9108,m/memoir_of_war,Lee Jutton,Rotten,2018-09-04,"Memoir of War is at its best when it focuses on the complex inner life of its compelling protagonist, but even she can't prevent this film from feeling unnecessarily drawn-out by the time it reaches its conclusion."
9109,m/memoir_of_war,Yago García,Fresh,2018-06-04,"Fortunately, Mélanie Thierry manages to fill the screen almost on her own. [Full review in Spanish]"
9110,m/memoir_of_war,David Jenkins,Fresh,2019-05-22,Buoyed by an astonishing central turn by Mélanie Thierry.
9111,m/memoir_of_war,Dustin Chang,Fresh,2020-07-17,The film signals the arrival of another major French star actress. Memoir of War is a great film.
9112,m/memoir_of_war,Frank Swietek,Rotten,2018-08-31,"Though writer-director Emmanuel Finkiel has made a valiant effort, 'Memoir of War'...is dedicated and respectful but rather chilly and remote."
9113,m/memoir_of_war,Nora Lee Mandel,Fresh,2018-08-21,"Liberation of Paris from Nazis gets a new, personalized perspective, where it serves as the background for one woman living through this fraught period, Marguerite Duras."
9114,m/memoir_of_war,Doris Toumarkine,Rotten,2018-08-16,"Overall, this mood piece is too impressionistic, elliptical and wobbly about its chronology and details."
9115,m/memoir_of_war,David Parkinson,Fresh,2019-05-26,"The fact the film failed to convert any of its eight César nominations says much, but this still represents a bold bid to recreate a highly distinctive recollection of a unique time."
9116,m/memoir_of_war,Jordan Hoffman,Fresh,2018-08-21,A punch to the gut - but also remarkable for its specificity.
9117,m/men_who_stare_at_goats,Victoria Alexander,Fresh,2009-11-03,"As an insider, I know that GOATS is not 100% true, but true enough to enjoy."
9118,m/men_who_stare_at_goats,Cole Smithey,Rotten,2009-11-05,"""The Men Who Stare at Goats"" falls into the politically impotent sub-genre of lightweight satire of which ""Charlie Wilson's War"" and ""The Informant"" are recent touchstones."
9119,m/men_who_stare_at_goats,Manohla Dargis,Fresh,2009-11-06,"A likable, lightweight, absurdist comedy."
9120,m/men_who_stare_at_goats,Noel Murray,Fresh,2009-11-05,"It's ... two-thirds of the way to being awesome. Had Heslov eased back a bit, Goats might've made it the rest of the way."
9121,m/men_who_stare_at_goats,Armond White,Rotten,2009-11-04,It's smugness -- unleavened by wit -- that makes Goats so offensive.
9122,m/men_who_stare_at_goats,Jeff Beck,Rotten,2012-09-24,"Even at a brief running time of 87 minutes, the film feels stretched, leaving you as ""the person who blankly stares at the screen""...until it's finally over."
9123,m/men_who_stare_at_goats,Brandon Fibbs,Rotten,2009-11-06,"If looks could really kill, this film would already be dead."
9124,m/men_who_stare_at_goats,Eric D. Snider,Fresh,2009-11-05,"It has a quick pace and plenty of laugh-out-loud moments, though you might wish it had tried to do something a little more substantial."
9125,m/men_who_stare_at_goats,Rex Reed,Rotten,2009-09-16,"Intended as a farcical antidote to big-screen bores about Afghanistan and Iraq, it's twice as pompous and endlessly tedious."
9126,m/men_who_stare_at_goats,John Beifuss,Fresh,2009-11-13,"Not the acerbic, Strangelovian satire one might expect but a pleasant, good-natured film that adopts the happy hippy vibe of Bridges' far-out Vietnam vet..."
9127,m/men_who_stare_at_goats,William Goss,Fresh,2009-12-17,A nearly apolitical farce where Clooney's combination of wide-eyed lunacy and steely-eyed conviction mesh nicely ... and where Bridges is quite Dude-like in his hippie-dippie demeanor.
9128,m/men_who_stare_at_goats,Rick Mele,Fresh,2009-11-04,"There's not much action in The Men Who Stare at Goats, despite ostensibly being a ""war movie"" -- but then again, that's about what you'd expect from a film about a military unit trained to fight with their minds instead of guns. And while the satir"
9129,m/men_who_stare_at_goats,Moira MacDonald,Fresh,2009-11-05,"The Men Who Stare at Goats doesn't stay with you long, but it's good fun while it lasts."
9130,m/men_who_stare_at_goats,Allan Hunter,Fresh,2009-11-06,"A laidback, slightly underwhelming farce on the madness of the military."
9131,m/men_who_stare_at_goats,J. R. Jones,Rotten,2009-11-06,Clooney and Bridges model an assortment of wigs and facial hair as they labor to put across their outsize characters.
9132,m/men_who_stare_at_goats,Neil Pond,Fresh,2011-09-30,The oddity of its subject matter can't quite find a suitable groove between weird believability and preposterous put-on.
9133,m/men_who_stare_at_goats,Mark R. Leeper,Fresh,2009-11-30,"Through the whole film one has the feeling that the real story is just about to begin, but like the original military project, we go nowhere and nothing ever comes of anything."
9134,m/men_who_stare_at_goats,John Wirt,Fresh,2009-11-13,A quietly wacky military satire good for scattered chuckles and laughs.
9135,m/men_who_stare_at_goats,David Kaplan,Rotten,2009-11-06,The actors were having a much better time making the film than I did sitting in the theater watching it.
9136,m/men_who_stare_at_goats,Daniel M. Kimmel,Rotten,2009-11-06,"For a movie about people learning to focus their minds, [it] proves to be strangely and disappointingly unfocused."
9137,m/men_with_brooms,Bruce Kirkland,Rotten,2002-03-14,"A perplexing example of promise unfulfilled, despite many charming moments."
